id,card_name,foundry,process_size,transistors,die_size,architecture,slot_width,tdp,base_clock,mem_clock,directX_ver,opengl_ver,opencl_ver,vulkan_ver,cuda_ver,shader_model_ver,mem_size,mem_type,mem_bus,bandwidth,pixel_rate,texture_rate,FP16_rate,FP32_rate,FP64_rate,shading_units,production_status,release_date
743,Intel Iris Xe Graphics 96EU Mobile,Intel,10 nm,unknown,unknown,Generation 12.2,IGP,15 W,300 MHz,System Shared,12 (12_1),4.6,3.0,1.3,,6.6,System Shared,System Shared,System Shared,System Dependent,36.00 GPixel/s,72.00 GTexel/s,4.608 TFLOPS (2:1),2.304 TFLOPS,,768,Active,"Jan 4th, 2023"
744,AMD Radeon R5 A220,TSMC,40 nm,370 million,67 mm²,TeraScale 2,Single-slot,35 W,,"900 MHz
										
					1800 Mbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,DDR3,64 bit,14.40 GB/s,3.100 GPixel/s,6.200 GTexel/s,,248.0 GFLOPS,,160,End-of-life,2014
745,AMD Navi 32,TSMC,5 nm,unknown,346 mm²,RDNA 3.0,,,,,12 Ultimate (12_2),4.6,2.2,1.3,,6.7,,,,,,,,,,4096,,2023
746,NVIDIA GeForce 8600M GT,TSMC,80 nm,289 million,169 mm²,Tesla,MXM Module,20 W,,"700 MHz
										
					1400 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.1,4.0,512 MB,GDDR3,128 bit,22.40 GB/s,3.800 GPixel/s,7.600 GTexel/s,,60.80 GFLOPS,,32,End-of-life,"May 1st, 2007"
747,Intel Auburn,Intel,150 nm,unknown,unknown,i740,,,,,5.0,1.1,N/A,N/A,,,,,,,,,,,,,,1998
748,NVIDIA GeForce GT 220M,TSMC,55 nm,314 million,121 mm²,Tesla,MXM Module,14 W,,"500 MHz
										
					1000 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.1,4.0,1024 MB,DDR2,128 bit,16.00 GB/s,4.400 GPixel/s,8.800 GTexel/s,,88.00 GFLOPS,,32,End-of-life,"Jun 15th, 2009"
749,NVIDIA GeForce 920A,TSMC,28 nm,"1,020 million",87 mm²,Kepler 2.0,IGP,33 W,954 MHz,"1001 MHz
										
					2 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.5,6.5 (5.1),1024 MB,DDR3,64 bit,16.02 GB/s,7.632 GPixel/s,30.53 GTexel/s,,732.7 GFLOPS,30.53 GFLOPS (1:24),384,Active,"Mar 13th, 2015"
750,AMD Radeon 625 OEM,TSMC,28 nm,"1,550 million",125 mm²,GCN 3.0,Single-slot,35 W,,"1125 MHz
										
					4.5 Gbps effective",12 (12_0),4.6,2.1,1.2.170,,6.5,2 GB,GDDR5,64 bit,36.00 GB/s,8.192 GPixel/s,24.58 GTexel/s,786.4 GFLOPS (1:1),786.4 GFLOPS,49.15 GFLOPS (1:16),384,End-of-life,"May 13th, 2019"
751,NVIDIA GeForce 8800 GTS 320,TSMC,90 nm,681 million,484 mm²,Tesla,Dual-slot,143 W,,"792 MHz
										
					1584 Mbps effective",11.1 (10_0),3.3,1.1 (1.0),N/A,1.0,4.0,320 MB,GDDR3,320 bit,63.36 GB/s,10.26 GPixel/s,24.62 GTexel/s,,228.1 GFLOPS,,96,End-of-life,"Feb 12th, 2007"
752,AMD Radeon Pro 580,GlobalFoundries,14 nm,"5,700 million",232 mm²,GCN 4.0,IGP,185 W,1100 MHz,"1695 MHz
										
					6.8 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,8 GB,GDDR5,256 bit,217.0 GB/s,38.40 GPixel/s,172.8 GTexel/s,5.530 TFLOPS (1:1),5.530 TFLOPS,345.6 GFLOPS (1:16),2304,Active,"Jun 5th, 2017"
753,NVIDIA GeForce GTX 460,TSMC,40 nm,"1,950 million",332 mm²,Fermi,Dual-slot,160 W,,"900 MHz
										
					3.6 Gbps effective",12 (11_0),4.6,1.1,N/A,2.1,5.1,1024 MB,GDDR5,256 bit,115.2 GB/s,9.450 GPixel/s,37.80 GTexel/s,,907.2 GFLOPS,75.60 GFLOPS (1:12),336,End-of-life,"Jul 12th, 2010"
754,AMD Radeon HD 6350M,TSMC,40 nm,292 million,59 mm²,TeraScale 2,,7 W,,"800 MHz
										
					1600 Mbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR3,64 bit,12.80 GB/s,2.000 GPixel/s,4.000 GTexel/s,,80.00 GFLOPS,,80,End-of-life,"Nov 26th, 2010"
755,AMD FirePro M5100,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,MXM Module,unknown,725 MHz,"1125 MHz
										
					4.5 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,72.00 GB/s,12.40 GPixel/s,31.00 GTexel/s,,992.0 GFLOPS,62.00 GFLOPS (1:16),640,End-of-life,"Oct 16th, 2013"
756,NVIDIA GeForce 7600 GS,TSMC,80 nm,177 million,100 mm²,Curie,Single-slot,27 W,,"400 MHz
										
					800 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,DDR2,128 bit,12.80 GB/s,3.200 GPixel/s,4.800 GTexel/s,,,,,End-of-life,"Mar 22nd, 2006"
757,NVIDIA NV5,TSMC,250 nm,15 million,63 mm²,Fahrenheit,,,,,6.0,1.2,N/A,N/A,,,,,,,,,,,,,,"Mar 15th, 1999"
758,AMD Radeon HD 7570 OEM,TSMC,40 nm,627 million,104 mm²,TeraScale 2,Single-slot,39 W,,"800 MHz
										
					1600 Mbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR3,128 bit,25.60 GB/s,5.200 GPixel/s,13.00 GTexel/s,,520.0 GFLOPS,,400,End-of-life,"Mar 20th, 2013"
759,Intel Arc A380,TSMC,6 nm,"7,200 million",157 mm²,Generation 12.7,Dual-slot,75 W,2000 MHz,"1937 MHz
										
					15.5 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,,6.6,6 GB,GDDR6,96 bit,186.0 GB/s,65.60 GPixel/s,131.2 GTexel/s,8.397 TFLOPS (2:1),4.198 TFLOPS,,1024,Active,"Jun 14th, 2022"
760,AMD Granville,TSMC,40 nm,"1,040 million",166 mm²,TeraScale 2,,,,,11.2 (11_0),4.4,1.2,N/A,,5.0,,,,,,,,,,800,,"Jan 4th, 2011"
761,NVIDIA GeForce GT 735M,TSMC,28 nm,"1,020 million",87 mm²,Kepler 2.0,IGP,33 W,575 MHz,"900 MHz
										
					1800 Mbps effective",12 (11_0),4.6,3.0,1.2.175,3.5,6.5 (5.1),2 GB,DDR3,64 bit,14.40 GB/s,5.024 GPixel/s,20.10 GTexel/s,,482.3 GFLOPS,20.10 GFLOPS (1:24),384,End-of-life,"Apr 1st, 2013"
762,Sony GS-250nm,Sony,250 nm,54 million,279 mm²,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,"Mar 4th, 2000"
763,NVIDIA GeForce 7200 GS,TSMC,90 nm,112 million,81 mm²,Curie,Single-slot,unknown,,"334 MHz
										
					668 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,128 MB,DDR2,64 bit,5.344 GB/s,900.0 MPixel/s,1.800 GTexel/s,,,,,End-of-life,"Jan 18th, 2006"
764,NVIDIA GeForce RTX 3050 Ti Mobile,Samsung,8 nm,"8,700 million",200 mm²,Ampere,IGP,75 W,735 MHz,"1500 MHz
										
					12 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,8.6,6.7,4 GB,GDDR6,128 bit,192.0 GB/s,33.12 GPixel/s,82.80 GTexel/s,5.299 TFLOPS (1:1),5.299 TFLOPS,82.80 GFLOPS (1:64),2560,Active,"May 11th, 2021"
765,3dfx Voodoo Banshee AGP 16 MB,TSMC,350 nm,4 million,137 mm²,,Single-slot,15 W,,100 MHz,6.0,1.1,N/A,N/A,,,16 MB,SDR,128 bit,1.600 GB/s,100.0 MPixel/s,100.0 MTexel/s,,,,,End-of-life,"Jun 22nd, 1998"
766,ATI Mobility Radeon HD 2300,TSMC,80 nm,107 million,100 mm²,Ultra-Threaded SE,,unknown,,"400 MHz
										
					800 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,128 MB,DDR2,128 bit,12.80 GB/s,1.920 GPixel/s,1.920 GTexel/s,,,,,End-of-life,"Mar 1st, 2007"
767,ATI Graphics Ultra Pro PCI,,700 nm,unknown,90 mm²,Mach,Single-slot,unknown,,83 MHz,N/A,N/A,N/A,N/A,,,1 MB,DRAM,64 bit,664.0 MB/s,66.00 MPixel/s,0 MTexel/s,,,,,End-of-life,1993
768,NVIDIA GeForce 8300 GS,TSMC,80 nm,210 million,127 mm²,Tesla,Single-slot,40 W,,"400 MHz
										
					800 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.1,4.0,128 MB,DDR2,64 bit,6.400 GB/s,1.836 GPixel/s,3.672 GTexel/s,,14.69 GFLOPS,,8,End-of-life,"Apr 17th, 2007"
769,AMD Radeon HD 6990M Rebrand,TSMC,40 nm,"1,040 million",166 mm²,TeraScale 2,MXM Module,100 W,,"1000 MHz
										
					4 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR5,128 bit,64.00 GB/s,11.20 GPixel/s,28.00 GTexel/s,,"1,120 GFLOPS",,800,End-of-life,"Jul 12th, 2011"
770,NVIDIA Quadro K6000 SDI,TSMC,28 nm,"7,080 million",561 mm²,Kepler,Triple-slot,239 W,,"1502 MHz
										
					6 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.5,6.5 (5.1),12 GB,GDDR5,384 bit,288.4 GB/s,54.12 GPixel/s,216.5 GTexel/s,,5.196 TFLOPS,1.732 TFLOPS (1:3),2880,End-of-life,"Jul 23rd, 2013"
771,NVIDIA Tesla K20c,TSMC,28 nm,"7,080 million",561 mm²,Kepler,Dual-slot,225 W,,"1300 MHz
										
					5.2 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.5,6.5 (5.1),5 GB,GDDR5,320 bit,208.0 GB/s,36.71 GPixel/s,146.8 GTexel/s,,3.524 TFLOPS,"1,175 GFLOPS (1:3)",2496,End-of-life,"Nov 12th, 2012"
772,Matrox Parhelia Precision SDT,UMC,150 nm,80 million,174 mm²,Parhelia,Single-slot,unknown,,"250 MHz
										
					500 Mbps effective",8.1,1.3,N/A,N/A,,,256 MB,DDR,64 bit,4.000 GB/s,800.0 MPixel/s,3.200 GTexel/s,,,,,End-of-life,2003
773,AMD Polaris 20,GlobalFoundries,14 nm,"5,700 million",232 mm²,GCN 4.0,,,,,12 (12_0),4.6,2.1,1.3,,6.7,,,,,,,,,,2304,,"Apr 18th, 2017"
774,ATI Radeon 9600 TX,TSMC,150 nm,110 million,215 mm²,R300,Single-slot,unknown,,"270 MHz
										
					540 Mbps effective",9.0 (9_0),2.0,N/A,N/A,,,128 MB,DDR,128 bit,8.640 GB/s,2.376 GPixel/s,2.376 GTexel/s,,,,,End-of-life,"Oct 7th, 2003"
775,NVIDIA GeForce GTS 250M,TSMC,40 nm,727 million,144 mm²,Tesla 2.0,,28 W,,"790 MHz
										
					3.2 Gbps effective",11.1 (10_1),3.3,1.1,N/A,1.2,4.1,1024 MB,GDDR5,128 bit,50.56 GB/s,3.600 GPixel/s,14.40 GTexel/s,,207.4 GFLOPS,,96,End-of-life,"Jun 15th, 2009"
776,AMD Radeon HD 7970M,TSMC,28 nm,"2,800 million",212 mm²,GCN 1.0,MXM Module,100 W,,"1200 MHz
										
					4.8 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,256 bit,153.6 GB/s,27.20 GPixel/s,68.00 GTexel/s,,2.176 TFLOPS,136.0 GFLOPS (1:16),1280,End-of-life,"Apr 24th, 2012"
777,AMD Radeon R6 M335DX,TSMC,28 nm,690 million,56 mm²,GCN 1.0,IGP,unknown,955 MHz,System Shared,12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),System Shared,System Shared,System Shared,System Dependent,8.240 GPixel/s,24.72 GTexel/s,,791.0 GFLOPS,49.44 GFLOPS (1:16),384,End-of-life,"Dec 12th, 2015"
778,ATI RV280,UMC,150 nm,36 million,98 mm²,Rage 7,,,,,8.1,1.4,N/A,N/A,,,,,,,,,,,,,,"Mar 1st, 2003"
779,ATI Rage PRO,UMC,350 nm,8 million,47 mm²,Rage 3,,,,,6.0,1.1,N/A,N/A,,,,,,,,,,,,,,"Mar 1st, 1997"
780,ATI FirePro V4800,TSMC,40 nm,627 million,104 mm²,TeraScale 2,Single-slot,69 W,,"900 MHz
										
					3.6 Gbps effective",11.2 (11_0),4.4,1.2,N/A,,5.0,1024 MB,GDDR5,128 bit,57.60 GB/s,6.200 GPixel/s,15.50 GTexel/s,,620.0 GFLOPS,,400,End-of-life,"Apr 26th, 2010"
781,AMD Radeon R5 M420,TSMC,28 nm,690 million,56 mm²,GCN 1.0,IGP,unknown,780 MHz,"1000 MHz
										
					2 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),4 GB,DDR3,64 bit,16.00 GB/s,6.800 GPixel/s,17.00 GTexel/s,,544.0 GFLOPS,34.00 GFLOPS (1:16),320,End-of-life,"May 15th, 2016"
782,AMD Radeon Graphics 512SP,TSMC,7 nm,"9,800 million",156 mm²,GCN 5.1,IGP,15 W,400 MHz,System Shared,12 (12_1),4.6,2.1,1.3,,6.7,System Shared,System Shared,System Shared,System Dependent,16.80 GPixel/s,67.20 GTexel/s,4.301 TFLOPS (2:1),2.150 TFLOPS,134.4 GFLOPS (1:16),512,Active,"Mar 7th, 2020"
783,NVIDIA GeForce 7900 GT,TSMC,90 nm,278 million,196 mm²,Curie,Single-slot,48 W,,"660 MHz
										
					1320 Mbps effective",9.0c (9_3),2.1,N/A,N/A,,3.0,256 MB,GDDR3,256 bit,42.24 GB/s,7.200 GPixel/s,10.80 GTexel/s,,,,,End-of-life,"Mar 9th, 2006"
784,AMD Scarlett,TSMC,7 nm,"15,300 million",360 mm²,RDNA 2.0,,,,,12 Ultimate (12_2),4.6,1.2,1.2,,6.7,,,,,,,,,,3584,,"Nov 10th, 2020"
785,AMD Radeon Pro 560,GlobalFoundries,14 nm,"3,000 million",123 mm²,GCN 4.0,IGP,75 W,,"1270 MHz
										
					5.1 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,4 GB,GDDR5,128 bit,81.28 GB/s,14.51 GPixel/s,58.05 GTexel/s,1.858 TFLOPS (1:1),1.858 TFLOPS,116.1 GFLOPS (1:16),1024,Active,"Apr 18th, 2017"
786,NVIDIA GeForce FX 5800,TSMC,130 nm,125 million,199 mm²,Rankine,Dual-slot,44 W,,"400 MHz
										
					800 Mbps effective",9.0a,"1.5 (full)
					2.0 (partial)",N/A,N/A,,,128 MB,GDDR2,128 bit,12.80 GB/s,1.600 GPixel/s,3.200 GTexel/s,,,,,End-of-life,"Mar 6th, 2003"
787,ATI Radeon X1950 PRO AGP,TSMC,80 nm,312 million,230 mm²,Ultra-Threaded SE,Single-slot,66 W,,"690 MHz
										
					1380 Mbps effective",9.0c (9_3),"2.1 (full)
					3.0 (partial)",N/A,N/A,,3.0,512 MB,GDDR3,256 bit,44.16 GB/s,6.900 GPixel/s,6.900 GTexel/s,,,,,End-of-life,"Oct 25th, 2006"
788,Intel HD Graphics 4400 Mobile,Intel,22 nm,unknown,unknown,Generation 7.5,IGP,20 W,200 MHz,System Shared,12 (11_1),4.3,1.2,1.0,,5.1,System Shared,System Shared,System Shared,System Dependent,1.900 GPixel/s,19.00 GTexel/s,,304.0 GFLOPS,76.00 GFLOPS (1:4),160,End-of-life,"Sep 3rd, 2013"
789,Intel Montara,Intel,130 nm,unknown,unknown,Generation 2.0,,,,,7.0,1.3,N/A,N/A,,,,,,,,,,,,,,"Dec 3rd, 2003"
790,ATI Radeon HD 4650,TSMC,55 nm,514 million,146 mm²,TeraScale,Single-slot,48 W,,"700 MHz
										
					1400 Mbps effective",10.1 (10_1),3.3,1.1,N/A,,4.1,256 MB,GDDR3,128 bit,22.40 GB/s,4.800 GPixel/s,19.20 GTexel/s,,384.0 GFLOPS,,320,End-of-life,"Sep 10th, 2008"
791,ATI Rage 128 VR AGP,TSMC,250 nm,8 million,89 mm²,Rage 4,Single-slot,unknown,,"125 MHz
										
					250 Mbps effective",6.0,1.2,N/A,N/A,,,32 MB,DDR,64 bit,2.000 GB/s,160.0 MPixel/s,160.0 MTexel/s,,,,,End-of-life,"Aug 1st, 1998"
792,ATI Radeon 9600,TSMC,130 nm,60 million,76 mm²,R300,Single-slot,12 W,,"189 MHz
										
					378 Mbps effective",9.0 (9_0),2.0,N/A,N/A,,,64 MB,DDR,128 bit,6.048 GB/s,1.296 GPixel/s,1.296 GTexel/s,,,,,End-of-life,"Oct 1st, 2003"
793,AMD Radeon Pro WX 3200,GlobalFoundries,14 nm,"2,200 million",103 mm²,GCN 4.0,Single-slot,65 W,,"1500 MHz
										
					6 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,4 GB,GDDR5,128 bit,96.00 GB/s,20.72 GPixel/s,41.44 GTexel/s,1.658 TFLOPS (1:1),1.658 TFLOPS,103.6 GFLOPS (1:16),640,Active,"Jul 2nd, 2019"
794,NVIDIA A800 PCIe 40 GB,TSMC,7 nm,"54,200 million",826 mm²,Ampere,Dual-slot,250 W,765 MHz,"1215 MHz
										
					2.4 Gbps effective",N/A,N/A,3.0,N/A,8.0,N/A,40 GB,HBM2e,5120 bit,"1,555 GB/s",225.6 GPixel/s,609.1 GTexel/s,77.97 TFLOPS (4:1),19.49 TFLOPS,9.746 TFLOPS (1:2),6912,Active,"Nov 8th, 2022"
795,NVIDIA GeForce 940M,TSMC,28 nm,unknown,unknown,Maxwell,MXM Module,33 W,1072 MHz,"900 MHz
										
					1800 Mbps effective",12 (11_0),4.6,3.0,1.3,5.0,6.7 (5.1),2 GB,DDR3,64 bit,14.40 GB/s,9.408 GPixel/s,28.22 GTexel/s,,903.2 GFLOPS,28.22 GFLOPS (1:32),384,End-of-life,"Mar 13th, 2015"
796,ATI Radeon X740 XL,TSMC,110 nm,120 million,156 mm²,R400,Single-slot,unknown,,"450 MHz
										
					900 Mbps effective",9.0b (9_2),2.0,N/A,N/A,,,128 MB,GDDR3,128 bit,14.40 GB/s,3.400 GPixel/s,3.400 GTexel/s,,,,,End-of-life,"Mar 7th, 2005"
797,NVIDIA GeForce Go 6400,TSMC,110 nm,75 million,110 mm²,Curie,,unknown,,"350 MHz
										
					700 Mbps effective",9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,32 MB,DDR,64 bit,5.600 GB/s,800.0 MPixel/s,1.600 GTexel/s,,,,,End-of-life,"Feb 1st, 2006"
798,Intel UHD Graphics 630,Intel,14 nm+++,unknown,unknown,Generation 9.5,IGP,15 W,350 MHz,System Shared,12 (12_1),4.6,3.0,1.3,,6.5,System Shared,System Shared,System Shared,System Dependent,3.450 GPixel/s,26.45 GTexel/s,846.4 GFLOPS (2:1),423.2 GFLOPS,105.8 GFLOPS (1:4),184,Active,"Apr 30th, 2020"
799,Intel HD Graphics 6EU Mobile,Intel,22 nm,392 million,94 mm²,Generation 7.0,IGP,45 W,350 MHz,System Shared,11.1 (11_0),4.0,1.2,1.0,,5.0,System Shared,System Shared,System Shared,System Dependent,1.000 GPixel/s,6.000 GTexel/s,,96.00 GFLOPS,24.00 GFLOPS (1:4),48,End-of-life,"Oct 1st, 2012"
800,AMD Opal,TSMC,28 nm,950 million,77 mm²,GCN 1.0,,,,,12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),,,,,,,,,,384,,"Oct 16th, 2013"
801,AMD Radeon PRO V620,TSMC,7 nm,"26,800 million",520 mm²,RDNA 2.0,Dual-slot,300 W,1825 MHz,"2000 MHz
										
					16 Gbps effective",12 Ultimate (12_2),4.6,2.1,1.3,,6.7,32 GB,GDDR6,256 bit,512.0 GB/s,281.6 GPixel/s,633.6 GTexel/s,40.55 TFLOPS (2:1),20.28 TFLOPS,"1,267 GFLOPS (1:16)",4608,Active,"Nov 4th, 2021"
802,AMD Radeon Pro 460,GlobalFoundries,14 nm,"3,000 million",123 mm²,GCN 4.0,IGP,35 W,850 MHz,"1270 MHz
										
					5.1 Gbps effective",12 (12_0),4.6,2.1,1.3,,6.7,4 GB,GDDR5,128 bit,81.28 GB/s,14.51 GPixel/s,58.05 GTexel/s,1.858 TFLOPS (1:1),1.858 TFLOPS,116.1 GFLOPS (1:16),1024,Active,"Oct 30th, 2016"
803,NVIDIA GeForce GT 750M,TSMC,28 nm,"1,270 million",118 mm²,Kepler,MXM Module,50 W,941 MHz,"1003 MHz
										
					4 Gbps effective",12 (11_0),4.6,3.0,1.2.175,3.0,6.5 (5.1),2 GB,GDDR5,128 bit,64.19 GB/s,7.736 GPixel/s,30.94 GTexel/s,,742.7 GFLOPS,30.94 GFLOPS (1:24),384,End-of-life,"Jan 9th, 2013"
804,3dfx Voodoo Banshee PCI 16 MB,TSMC,350 nm,4 million,137 mm²,,Single-slot,15 W,,100 MHz,6.0,1.1,N/A,N/A,,,16 MB,SDR,128 bit,1.600 GB/s,100.0 MPixel/s,100.0 MTexel/s,,,,,End-of-life,"Jun 22nd, 1998"
805,NVIDIA GeForce GTX 1070,TSMC,16 nm,"7,200 million",314 mm²,Pascal,Dual-slot,150 W,1506 MHz,"2002 MHz
										
					8 Gbps effective",12 (12_1),4.6,3.0,1.3,6.1,6.7,8 GB,GDDR5,256 bit,256.3 GB/s,107.7 GPixel/s,202.0 GTexel/s,101.0 GFLOPS (1:64),6.463 TFLOPS,202.0 GFLOPS (1:32),1920,End-of-life,"Jun 10th, 2016"
806,NVIDIA GeForce 7050 + nForce 620i,,90 nm,112 million,81 mm²,Curie,IGP,unknown,500 MHz,System Shared,9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,System Shared,System Shared,System Shared,System Dependent,1.260 GPixel/s,1.260 GTexel/s,,,,,End-of-life,"Oct 4th, 2007"
807,ATI Mobility Radeon HD 3870,TSMC,55 nm,666 million,192 mm²,TeraScale,,55 W,,"850 MHz
										
					1700 Mbps effective",10.1 (10_1),3.3,N/A,N/A,,4.1,512 MB,GDDR3,256 bit,54.40 GB/s,10.56 GPixel/s,10.56 GTexel/s,,422.4 GFLOPS,84.48 GFLOPS (1:5),320,End-of-life,"Jun 4th, 2008"
808,NVIDIA Quadro RTX 3000 Max-Q,TSMC,12 nm,"10,800 million",445 mm²,Turing,IGP,60 W,600 MHz,"1500 MHz
										
					12 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,7.5,6.7,6 GB,GDDR6,192 bit,288.0 GB/s,77.76 GPixel/s,145.8 GTexel/s,9.331 TFLOPS (2:1),4.666 TFLOPS,145.8 GFLOPS (1:32),1920,Active,"May 27th, 2019"
809,NVIDIA GeForce GT 720,TSMC,28 nm,"1,020 million",87 mm²,Kepler 2.0,Single-slot,19 W,,"900 MHz
										
					1800 Mbps effective",12 (11_0),4.6,3.0,1.2.175,3.5,6.5 (5.1),2 GB,DDR3,64 bit,14.40 GB/s,7.736 GPixel/s,30.94 GTexel/s,,742.7 GFLOPS,30.94 GFLOPS (1:24),384,End-of-life,"Mar 27th, 2014"
810,AMD Radeon Graphics 512SP Mobile,TSMC,7 nm,"9,800 million",156 mm²,GCN 5.1,IGP,15 W,400 MHz,System Shared,12 (12_1),4.6,2.1,1.3,,6.7,System Shared,System Shared,System Shared,System Dependent,14.00 GPixel/s,56.00 GTexel/s,3.584 TFLOPS (2:1),1.792 TFLOPS,112.0 GFLOPS (1:16),512,Active,"Mar 7th, 2020"
811,NVIDIA GeForce 9200,,80 nm,210 million,127 mm²,Tesla,IGP,40 W,,System Shared,11.1 (10_0),3.3,N/A,N/A,,4.0,System Shared,System Shared,System Shared,System Dependent,2.000 GPixel/s,4.000 GTexel/s,,38.40 GFLOPS,,16,End-of-life,"Apr 17th, 2007"
812,ATI M82,TSMC,55 nm,181 million,67 mm²,TeraScale,,,,,10.1,3.3,N/A,N/A,,4.1,,,,,,,,,,40,,"Jan 7th, 2008"
813,NVIDIA Xbox GPU,TSMC,150 nm,57 million,142 mm²,Kelvin,,unknown,,"200 MHz
										
					400 Mbps effective",8.1,1.4,N/A,N/A,,,64 MB,DDR,128 bit,6.400 GB/s,932.0 MPixel/s,1.864 GTexel/s,,,,,End-of-life,"Nov 15th, 2001"
814,NVIDIA RTX A1000 Embedded,Samsung,8 nm,"8,700 million",200 mm²,Ampere,MXM Module,35 W,630 MHz,"1750 MHz
										
					14 Gbps effective",12 Ultimate (12_2),4.6,3.0,1.3,8.6,6.7,4 GB,GDDR6,128 bit,224.0 GB/s,36.48 GPixel/s,72.96 GTexel/s,4.669 TFLOPS (1:1),4.669 TFLOPS,72.96 GFLOPS (1:64),2048,Active,"Mar 30th, 2022"
815,AMD FirePro W5130M,TSMC,28 nm,"1,500 million",123 mm²,GCN 1.0,,unknown,900 MHz,"1000 MHz
										
					4 Gbps effective",12 (11_1),4.6,2.1 (1.2),1.2.170,,6.5 (5.1),2 GB,GDDR5,128 bit,64.00 GB/s,14.80 GPixel/s,29.60 GTexel/s,,947.2 GFLOPS,59.20 GFLOPS (1:16),512,End-of-life,"Oct 2nd, 2015"
816,Intel Bearlake,Intel,90 nm,unknown,unknown,Generation 4.0,,,,,9.0c,2.0,N/A,N/A,,3.0,,,,,,,,,,,,"May 9th, 2007"
817,AMD Radeon HD 8210 IGP,TSMC,28 nm,"1,178 million",110 mm²,GCN 2.0,IGP,8 W,,System Shared,12 (12_0),4.6,2.1,1.2.170,,6.5,System Shared,System Shared,System Shared,System Dependent,1.200 GPixel/s,2.400 GTexel/s,,76.80 GFLOPS,4.800 GFLOPS (1:16),128,End-of-life,"Jan 31st, 2014"
818,NVIDIA GeForce 6600 VE,TSMC,110 nm,146 million,154 mm²,Curie,Single-slot,unknown,,"200 MHz
										
					400 Mbps effective",9.0c (9_3),"2.0 (full)
					2.1 (partial)",N/A,N/A,,3.0,128 MB,GDDR3,128 bit,6.400 GB/s,1.200 GPixel/s,1.200 GTexel/s,,,,,End-of-life,2005
819,AMD Liverpool,TSMC,28 nm,unknown,348 mm²,GCN 2.0,,,,,11.1*,4.6,1.2,1.1,,5.1,,,,,,,,,,1152,,"Nov 24th, 2013"
820,NVIDIA NV37,TSMC,150 nm,45 million,91 mm²,Rankine,,,,,9.0a,"1.5 (full)
					2.0 (partial)",N/A,N/A,,,,,,,,,,,,,,"Feb 17th, 2004"
821,AMD Radeon HD 8570D IGP,GlobalFoundries,32 nm,"1,303 million",246 mm²,TeraScale 3,IGP,65 W,,System Shared,11.2 (11_0),4.4,1.2,N/A,,5.0,System Shared,System Shared,System Shared,System Dependent,6.400 GPixel/s,12.80 GTexel/s,,409.6 GFLOPS,,256,End-of-life,"Jul 10th, 2013"
822,NVIDIA GeForce GTX 260 Rev. 2,TSMC,55 nm,"1,400 million",470 mm²,Tesla 2.0,Dual-slot,182 W,,"999 MHz
										
					1998 Mbps effective",11.1 (10_0),3.3,1.1,N/A,1.3,4.0,896 MB,GDDR3,448 bit,111.9 GB/s,16.13 GPixel/s,36.86 GTexel/s,,476.9 GFLOPS,59.62 GFLOPS (1:8),192,End-of-life,"Jul 23rd, 2008"
823,Intel UHD Graphics G1 32EU Mobile,Intel,10 nm+,unknown,unknown,Generation 11.0,IGP,15 W,300 MHz,System Shared,12 (12_1),4.6,3.0,1.3,,6.5,System Shared,System Shared,System Shared,System Dependent,7.200 GPixel/s,14.40 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),256,Active,"May 29th, 2019"
